0,0
10,2
20,10
30,22
40,39
50,61
60,88
70,120
80,156
90,198
100,244
110,295
120,351
130,412
140,478
150,548
160,624
170,704
180,789
190,878
200,973
210,1072
220,1176
230,1285
240,1398
250,1517
260,1640
270,1767
280,1900
290,2037
300,2179
310,2326
320,2477
330,2633
340,2794
350,2960
360,3130
370,3305
380,3484
390,3668
400,3857
410,4051
420,4249
430,4452
440,4659
450,4871
460,5088
470,5309
480,5535
490,5766
500,6001
510,6241
520,6485
530,6734
540,6987
550,7245
560,7508
570,7775
580,8047
590,8323
600,8603
610,8889
620,9179
630,9473
640,9772
650,10075
660,10383
670,10695
680,11012
690,11333
700,11659
710,11989
720,12324
730,12663
740,13007
750,13355
760,13707
770,14064
780,14425
790,14791
800,15161
810,15536
820,15915
830,16298
840,16686
850,17078
860,17474
870,17875
880,18280
890,18690
900,19103
910,19522
920,19944
930,20371
940,20802
950,21238
960,21678
970,22122
980,22570
990,23023
1000,23480
1010,23941
1020,24407
1030,24876
1040,25351
1050,25829
1060,26311
1070,26798
1080,27289
1090,27785
1100,28284
1110,28788
1120,29296
1130,29808
1140,30324
1150,30844
1160,31369
1170,31898
1180,32431
1190,32968
1200,33510
1210,34055
1220,34605
1230,35158
1240,35716
1250,36278
1260,36845
1270,37415
1280,37989
1290,38568
1300,39150
1310,39737
1320,40328
1330,40923
1340,41521
1350,42124
1360,42731
1370,43343
1380,43958
1390,44577
1400,45200
1410,45827
1420,46458
1430,47094
1440,47733
1450,48376
1460,49023
1470,49675
1480,50330
1490,50989
1500,51652
1510,52319
1520,52990
1530,53665
1540,54344
1550,55027
1560,55714
1570,56405
1580,57100
1590,57798
1600,58501
1610,59207
1620,59918
1630,60632
1640,61350
1650,62072
1660,62798
1670,63527
1680,64261
1690,64998
1700,65739
1710,66485
1720,67233
1730,67986
1740,68743
1750,69503
1760,70267
1770,71035
1780,71807
1790,72582
1800,73362
1810,74145
1820,74932
1830,75722
1840,76517
1850,77315
1860,78117
1870,78922
1880,79732
1890,80545
1900,81362
1910,82182
1920,83006
1930,83834
1940,84666
1950,85501
1960,86340
1970,87183
1980,88029
1990,88879
2000,89733
2010,90590
2020,91451
2030,92316
2040,93184
2050,94056
2060,94931
2070,95810
2080,96693
2090,97579
2100,98469
2110,99362
2120,100259
2130,101160
2140,102064
2150,102972
2160,103883
2170,104798
2180,105716
2190,106638
2200,107564
2210,108492
2220,109425
2230,110361
2240,111300
2250,112243
2260,113190
2270,114140
2280,115093
2290,116050
2300,117011
2310,117974
2320,118942
2330,119912
2340,120887
2350,121864
2360,122845
2370,123830
2380,124818
2390,125809
2400,126804
2410,127802
2420,128803
2430,129808
2440,130817
2450,131828
2460,132843
2470,133862
2480,134883
2490,135908
2500,136937
2510,137968
2520,139004
2530,140042
2540,141084
2550,142129
2560,143177
2570,144229
2580,145284
2590,146342
2600,147403
2610,148468
2620,149536
2630,150607
2640,151682
2650,152760
2660,153841
2670,154925
2680,156012
2690,157103
2700,158197
2710,159294
2720,160394
2730,161498
2740,162605
2750,163715
2760,164828
2770,165944
2780,167063
2790,168186
2800,169312
2810,170441
2820,171573
2830,172708
2840,173846
2850,174987
2860,176132
2870,177280
2880,178430
2890,179584
2900,180741
2910,181901
2920,183064
2930,184230
2940,185400
2950,186572
2960,187747
2970,188926
2980,190107
2990,191291
3000,192479
3010,193669
3020,194863
3030,196059
3040,197259
3050,198461
3060,199667
3070,200875
3080,202087
3090,203301
3100,204519
3110,205739
3120,206962
3130,208189
3140,209418
3150,210650
3160,211885
3170,213123
3180,214364
3190,215608
3200,216855
3210,218104
3220,219357
3230,220612
3240,221870
3250,223131
3260,224395
3270,225662
3280,226932
3290,228205
3300,229480
3310,230758
3320,232039
3330,233323
3340,234610
3350,235899
3360,237192
3370,238487
3380,239785
3390,241085
3400,242389
3410,243695
3420,245004
3430,246316
3440,247630
3450,248947
3460,250267
3470,251590
3480,252915
3490,254243
3500,255574
3510,256908
3520,258244
3530,259583
3540,260925
3550,262269
3560,263616
3570,264966
3580,266318
3590,267673
3600,269031
3610,270391
3620,271754
3630,273119
3640,274488
3650,275858
3660,277232
3670,278608
3680,279987
3690,281368
3700,282752
3710,284138
3720,285527
3730,286918
3740,288313
3750,289709
3760,291108
3770,292510
3780,293914
3790,295321
3800,296731
3810,298142
3820,299557
3830,300974
3840,302393
3850,303815
3860,305239
3870,306666
3880,308095
3890,309527
3900,310961
3910,312398
3920,313837
3930,315279
3940,316723
3950,318169
3960,319618
3970,321070
3980,322523
3990,323979
4000,325438
4010,326899
4020,328362
4030,329828
4040,331296
4050,332766
4060,334239
4070,335714
4080,337192
4090,338672
4100,340154
4110,341638
4120,343125
4130,344614
4140,346106
4150,347600
4160,349096
4170,350594
4180,352095
4190,353598
4200,355103
4210,356610
4220,358120
4230,359632
4240,361146
4250,362663
4260,364181
4270,365702
4280,367225
4290,368751
4300,370278
4310,371808
4320,373340
4330,374874
4340,376411
4350,377949
4360,379490
4370,381033
4380,382578
4390,384125
4400,385675
4410,387226
4420,388780
